< test(1) >
283 140 829
919 748 698
922 642 847
336 115 202
732 316 665
816 644 438
457 322 449
274 40 465
129 224 375
434 817 943
606 206 715
92 407 282
677 61 357
914 272 701
194 114 182
566 125 39
927 766 640
844 355 258
139 384 985
135 451 81
65 769 186
936 813 711
88 923 325
358 496 918
886 290 92
451 172 739
661 504 566
6 99 450
230 363 389
28 990 842
330 24 191
930 60 550
712 485 201
292 13 510
310 544 484
144 273 785
929 933 298
411 58 881
848 199 339
997 115 841
537 146 757
97 788 527
627 124 254
866 169 776
899 851 642
559 224 646
616 146 199
111 907 65
987 429 208
206 732 846
118 61 967
741 677 671
21 304 580
593 244 605
897 959 740
819 95 694
444 677 644
832 90 689
63 845 613
308 234 784
260 37 667
314 78 554
47 483 787
880 845 802
934 362 816
177 977 379
268 103 424
355 42 100
398 415 14
79 993 862
22 947 269
563 637 714
102 365 265
621 808 176
110 994 335
781 866 614
673 191 641
348 5 866
659 110 966
120 833 617
23 825 529
907 400 484
156 624 39
207 559 341
604 981 336
906 208 497
776 14 373
145 544 446
11 36 651
767 586 360
605 457 198
328 548 620
739 648 902
828 751 573
572 570 914
745 545 908
252 812 142
50 182 930
833 904 959
693 353 484
694 365 761
13 536 96
119 423 72
782 96 629
314 958 482
847 628 862
789 232 437
272 832 370
14 289 534
196 391 627
667 834 410
801 763 106
46 127 382
472 938 547
475 279 263
397 623 8
345 673 398
48 207 745
888 406 26
25 303 354
887 302 668
400 179 805
166 981 142
634 102 863
94 499 505
426 950 114
745 656 832
166 500 700
222 737 120
403 441 164
670 831 373
78 184 502
318 989 687
611 5 966
365 254 394
79 850 345
441 678 150
853 573 836
131 711 38
941 733 662
454 464 314
283 2 973
886 23 134
167 23 392
162 872 583
704 851 482
613 350 682
396 528 588
949 168 619
898 327 726
683 913 474
35 286 852
201 825 424
605 749 981
186 425 108
49 199 773
913 620 280
753 96 545
180 398 226
830 993 592
334 114 15
916 58 620
497 690 653
98 220 205
503 315 518
497 327 119
108 538 441
15 275 441
688 737 456
769 381 981
86 505 279
40 734 122
632 400 728
844 927 996
898 92 254
485 85 307
222 647 863
550 765 991
228 480 673
744 26 689
466 11 47
527 229 108
338 346 247
56 334 764
380 92 926
643 113 959
731 820 335
468 871 529
864 886 985
688 865 224
760 974 226
820 193 794
478 921 879
750 620 466
875 746 760
559 475 101
490 895 567
440 887 332
512 464 559
333 960 440
617 951 985
349 686 368
684 826 634
696 380 761
83 380 237
432 656 224
886 604 259
631 838 595
514 788 932
875 575 775
768 486 879
70 726 395
264 833 546
952 598 945
312 753 470
72 664 850
374 658 931
911 80 946
852 478 708
113 784 803
116 181 711
497 927 787
754 603 361
195 272 456
55 756 638
920 235 5
860 52 775
344 763 149
482 915 61
960 285 324
813 149 589
870 801 252
874 666 132
140 167 699
154 15 285
709 366 554
266 739 410
883 953 993
585 879 880
475 862 503
188 24 286
39 375 233
737 491 898
20 74 575
79 796 866
315 100 486
584 462 720
969 774 333
598 768 164
365 760 843
610 639 155
816 626 868
633 702 238
74 415 127
601 406 858
677 236 562
594 314 147
33 687 554
315 879 660
647 524 633
810 593 470
817 602 137
881 73 834
414 701 322
890 963 825
951 583 265
828 610 507
576 718 407
388 591 530
489 536 368
818 966 555
955 17 377
967 303 598
739 262 668
585 943 427
94 596 612
898 860 757
558 857 361
529 194 894
460 808 514
43 347 465
112 823 186
890 183 173
605 844 846
337 626 472
25 68 835
914 219 710
212 901 253
32 872 770
668 725 309
645 81 627
30 343 581
94 182 639
144 750 861
123 34 860
587 763 951
505 352 299
477 47 864
881 619 910
442 135 164
482 795 428
668 759 370
314 753 257
60 604 788
413 666 445
310 800 378
68 568 106
426 403 492
23 284 534
460 386 740
205 809 622
862 622 45
606 650 860
494 424 199
699 441 954
136 376 659
544 672 8
565 326 543
857 783 690
132 582 1000
151 867 998
59 804 162
671 446 614
390 642 15

------ INPUT END --------
------ ANSWER START -----
493788

------ ANSWER END -------
< test(21) >
------ INPUT START ------
891
106 239 203
214 240 286
1 576 52
84 763 891
857 650 968
723 945 797
788 642 160
692 276 420
287 439 982
686 688 711
839 883 408
30 933 329
282 111 50
305 538 920
238 526 312
702 678 428
382 622 609
358 847 682
942 818 860
123 427 926
423 892 437
706 495 258
173 187 209
954 383 381
419 857 403
486 56 515
881 415 325
749 100 427
228 751 17
69 3 244
461 128 844
412 33 122
261 49 341
33 927 907
250 74 365
248 844 618
470 630 965
796 500 768
468 665 697
293 156 743
540 539 276
659 215 780
360 341 979
654 827 47
40 664 79
884 526 921
89 798 509
916 464 451
676 36 392
980 829 667
178 907 287
405 512 671
619 550 120
953 340 326
669 74 877
21 853 488
800 340 298
307 5 577
210 76 38
360 180 385
488 507 705
153 781 531
860 346 653
773 901 736
887 495 203
489 711 529
621 564 641
607 203 542
892 578 565
125 24 411
715 249 390
575 329 704
350 853 51
684 970 910
366 788 457
364 457 336
599 484 727
60 148 140
216 447 506
196 665 382
324 8 495
749 930 593
865 325 653
106 975 393
547 21 300
348 350 772
661 548 490
23 175 959
821 270 883
910 586 105
701 962 934
181 717 914
227 818 363
20 706 643
902 27 909
567 670 442
433 754 809
875 872 762
849 905 497
602 864 634
584 791 548
67 450 994
63 318 50
608 738 832
414 916 620
522 779 465
155 273 53
590 605 553
910 6 63
640 397 330
816 174 540
262 631 747
595 733 216
768 906 403
253 76 120
592 777 114
665 674 160
402 963 357
340 282 999
727 972 231
463 123 125
109 564 742
259 629 779
143 170 355
797 343 546
937 673 75
544 792 500
851 946 411
561 480 547
162 855 164
898 94 923
532 766 406
739 676 465
910 502 532
792 536 855
33 369 586
550 623 278
464 334 787
49 323 338
614 433 344
533 821 364
972 910 784
244 378 764
287 874 220
67 208 492
783 781 140
561 939 100
983 922 386
419 986 269
860 543 356
320 867 730
15 756 359
688 508 744
93 291 759
595 977 343
622 572 625
470 8 769
334 629 170
100 83 613
96 16 205
843 471 606
264 898 184
191 889 321
2 854 129
584 216 672
790 800 215
699 892 17
772 239 99
70 570 522
480 392 601
581 187 796
52 937 344
905 73 949
800 739 593
17 813 600
69 814 936
23 984 673
100 354 523
697 47 976
113 836 927
141 423 928
929 440 938
878 61 502
176 800 808
187 198 210
676 317 974
334 660 308
730 234 504
581 879 42
869 748 742
511 636 582
294 948 94
425 518 393
309 733 848
610 929 934
689 513 992
176 483 16
227 54 939
985 351 62
459 835 239
969 361 772
882 516 128
139 309 929
13 70 23
464 188 344
853 390 969
998 545 690
895 996 613
849 676 779
809 629 278
957 173 382
216 820 688
152 897 557
721 829 596
841 881 215
990 747 350
974 45 580
925 138 831
221 97 556
128 401 501
544 140 452
481 138 304
665 278 714
323 441 158
518 770 671
380 804 324
271 610 908
698 574 954
779 142 55
965 930 498
39 631 22
929 67 134
923 990 174
38 517 625
324 638 813
236 590 474
206 916 189
194 442 666
832 854 688
977 511 768
13 916 307
547 125 313
905 36 321
717 753 47
705 884 138
307 418 187
428 994 711
561 344 905
460 49 949
435 685 168
626 28 874
550 673 863
61 241 384
246 681 265
773 183 307
349 498 730
375 585 214
911 392 338
369 105 916
447 909 127
777 865 4
540 298 932
159 876 850
157 82 9
928 199 687
372 883 879
140 291 540
748 494 388
943 401 94
184 632 760
974 854 154
874 837 830
887 421 266
859 358 849
384 93 434
24 321 666
524 310 684
465 958 381
81 272 539
667 899 342
200 936 272
587 141 881
918 284 86
443 734 440
941 896 769
705 667 187
517 574 878
349 540 763
170 503 293
957 899 256
298 69 570
325 942 706
28 184 959
792 572 945
538 561 809
885 357 614
358 447 952
338 665 466
949 758 240
987 160 766
995 740 834
335 797 278
694 44 940
77 802 898
619 954 565
264 68 74
142 987 572
494 922 237
992 305 240
234 312 3
167 498 655
203 224 426
711 26 490
777 779 592
454 384 685
219 504 377
961 732 384
34 569 943
947 78 269
986 63 828
839 47 480
620 1 511
323 188 963
730 107 913
802 287 482
467 773 684
734 493 823
723 579 741
990 501 687
708 28 339
752 337 204
594 943 923
132 921 616
69 540 453
484 794 646
75 132 457
552 159 632
418 47 358
779 525 351
39 115 206
510 777 137
960 37 713
945 462 768
790 721 158
113 772 704
837 802 842
636 964 221
370 942 776
619 790 213
359 461 680
529 825 170
88 967 918
44 692 204
238 885 512
614 981 593
116 892 729
528 369 864
758 645 510
423 732 283
499 585 653
308 422 686
958 66 700
878 272 279
915 126 454
387 408 684
605 427 488
866 357 289
924 588 469
672 843 152
682 22 276
356 783 497
152 468 994
322 683 110
296 546 261
201 196 818
637 323 986
708 759 859
371 348 760
422 281 998
301 296 192
761 803 86
537 577 346
895 424 148
55 682 232
141 291 836
955 645 312
724 606 190
679 575 167
922 77 893
277 301 310
638 178 641
605 338 699
283 402 56
808 61 81
581 460 844
783 960 934
195 881 966
445 358 163
154 161 993
617 756 458
490 660 316
958 755 522
961 196 294
706 282 623
318 637 198
890 984 327
65 171 769
150 285 12
498 732 511
257 426 757
646 779 814
304 495 822
456 31 90
809 440 556
957 110 609
766 246 88
44 603 131
745 496 43
223 194 163
190 705 622
271 936 355
144 156 695
285 222 315
165 897 78
945 889 769
688 348 760
844 978 4
920 418 317
404 641 920
113 155 575
285 29 615
215 972 757
590 48 595
509 255 210
838 237 268
356 805 789
564 317 706
707 329 477
283 218 844
997 217 57
360 567 673
623 715 778
143 483 627
622 549 554
806 994 299
792 113 108
452 251 545
678 615 695
598 797 873
368 170 201
659 698 337
403 20 837
671 357 415
734 878 406
487 837 947
835 128 309
807 542 687
39 628 405
196 685 169
991 410 796
437 667 874
405 693 313
626 537 307
857 940 318
229 478 540
561 926 67
63 723 700
593 238 170
267 286 960
770 380 535
212 490 876
53 467 759
248 176 342
533 6 150
753 54 949
802 888 260
28 940 875
376 509 992
588 155 528
262 543 467
178 98 568
468 65 870
462 2 269
677 512 976
812 232 790
671 919 635
383 873 733
461 876 738
112 626 212
224 233 121
554 637 270
464 519 329
613 93 441
216 602 448
421 506 161
740 297 684
291 140 411
429 198 302
285 492 492
342 910 281
359 535 687
180 679 475
297 595 735
65 601 732
696 461 242
586 986 521
506 299 428
100 224 851
305 897 432
487 82 102
677 583 461
569 596 102
875 68 139
571 897 728
118 862 793
26 178 306
378 966 757
496 100 599
217 203 328
735 360 355
777 952 520
662 659 302
677 488 458
427 472 253
383 785 847
870 777 598
549 65 876
766 522 674
117 930 55
761 187 975
725 147 495
444 902 653
269 386 813
777 617 212
564 945 644
629 75 373
244 857 491
315 333 530
288 850 773
786 172 233
479 467 537
978 859 121
535 707 75
95 389 916
654 922 924
491 393 763
865 949 772
368 919 461
642 835 378
46 78 52
919 951 356
736 193 96
349 875 779
957 877 459
413 360 601
644 313 209
701 284 280
379 733 513
421 641 960
49 91 661
511 300 880
658 269 683
319 36 314
981 236 109
325 341 381
926 347 647
277 923 56
892 193 949
375 150 959
350 688 90
536 876 375
216 864 848
250 260 110
285 846 841
281 317 819
380 611 876
887 884 138
188 862 878
280 465 80
762 217 447
796 728 511
262 889 986
201 516 846
937 143 454
37 143 308
460 703 805
334 18 718
904 435 369
332 316 460
266 171 699
321 342 39
16 773 214
893 731 534
572 188 826
359 115 392
439 410 917
875 149 273
280 465 800
426 926 721
881 891 875
801 47 40
367 990 52
421 300 163
21 603 90
564 344 584
935 967 557
355 554 315
685 406 722
72 418 184
57 560 924
310 379 327
49 793 470
44 680 427
426 887 2
410 27 418
262 555 864
5 92 516
716 956 463
321 3 207
211 978 782
662 247 354
389 106 750
607 248 104
338 512 333
402 900 607
694 115 142
297 335 13
737 326 539
912 143 113
752 27 494
202 19 748
346 352 719
115 568 1000
685 26 260
669 817 185
751 389 875
836 186 338
608 239 539
690 181 236
972 222 248
509 918 444
192 230 198
59 842 610
259 816 1
258 500 981
589 645 670
158 108 859
31 934 786
962 922 283
450 985 504
399 915 955
450 893 174
251 366 404
92 792 832
744 86 704
415 788 584
159 554 890
944 854 570
232 103 748
967 853 196
596 905 735
18 734 179
16 740 452
586 264 763
106 446 427
681 553 720
115 169 259
544 854 558
241 283 499
28 186 861
669 67 501
498 103 705
713 579 74
148 848 169
587 791 783
568 974 263
682 784 925
559 847 493
558 566 739
112 836 829
931 740 550
311 465 96
432 624 353
424 734 595
955 157 96
711 334 919
564 635 519
420 799 725
222 941 971
945 45 489
470 83 337
399 823 426
545 323 346
549 202 182
330 625 802
229 902 853
182 608 336
959 668 596
440 547 992
573 489 427
869 552 986
447 19 350
913 688 86
772 343 464
303 760 63
686 564 191
662 704 898
25 6 188
716 9 817
194 216 164
390 480 563
490 244 713
293 864 792
248 127 681
90 981 828
695 517 548
741 793 368
804 529 538
23 754 895
537 64 93
673 925 996
924 170 885
333 636 311
33 467 209
559 430 510
327 760 23
19 815 327
546 87 954
330 794 158
817 729 854
146 708 457
659 986 191
395 613 840
476 244 623
897 938 973
938 159 255
587 457 159
679 184 289
193 589 840
573 935 74
105 5 881
242 435 507
473 139 489
616 543 691
764 144 586
13 640 205
957 841 682
686 262 92
470 74 626
530 64 172
870 720 372
426 568 572
695 546 333
558 181 566
132 5 613
198 33 894
684 789 31
787 593 367
138 983 759
598 267 371
348 592 106
65 709 202
891 430 769
966 868 646
201 937 72
184 930 410
985 809 737
786 914 440
134 648 1000
789 238 545
46 390 501
869 980 115
358 710 39
984 582 776
563 566 549
644 130 376
555 734 179
853 930 140
756 792 406
423 416 968
414 418 682
930 520 414
23 75 383
296 188 406
175 731 65
243 370 351
407 568 136
699 394 385
841 928 628
964 778 374
477 400 702
877 212 250
618 550 463
820 237 856
163 250 952
27 112 241
172 254 292
308 137 429
914 390 801
175 450 652
966 455 378
204 725 735
888 531 496
617 594 575
907 855 630
100 317 424
974 548 84
784 210 376
460 779 744
746 821 292
736 736 776
767 322 219
217 599 666
946 51 418
68 737 950
71 417 295
144 724 764
789 942 99
762 98 908
262 872 877
681 931 144
669 293 98
221 210 892
49 807 34
343 306 648
83 77 422
946 109 86
997 373 656
923 862 26
214 378 521
376 926 617
704 643 195
241 680 757
446 867 1
482 519 109
172 414 880
443 343 922
173 456 428
875 536 526
582 326 962
135 343 777
223 114 115
804 951 95
483 249 903
633 9 706
296 90 725
292 681 190
172 691 657
756 613 696
125 487 649
208 978 551
990 297 465
227 516 903
903 125 825
682 466 64
221 582 157
986 243 950
584 535 864
373 913 488
1 254 571
911 954 56
496 943 816
240 730 871
166 623 615
343 623 307
236 682 393
989 128 326
16 732 737
92 281 232
644 516 54
8 424 652
882 619 926
722 695 567
686 264 146
94 844 680
208 720 173
461 829 400
275 242 950
829 124 840
474 56 312
907 403 807
611 806 396
129 948 560
682 919 864
432 706 465
652 564 844
415 391 764
599 122 954
295 717 4
234 593 951
867 153 16

------ INPUT END --------
------ ANSWER START -----
636535

------ ANSWER END -------
< test(22) >
------ INPUT START ------
599
947 241 242
194 236 414
175 359 503
217 101 330
545 413 143
503 733 419
680 692 42
626 775 499
792 457 690
969 177 459
575 417 971
620 229 714
221 906 291
399 301 106
830 668 750
977 965 482
164 425 855
857 986 253
665 401 187
316 665 671
810 958 991
71 874 771
14 554 446
24 997 823
52 800 615
121 902 460
636 119 737
561 126 414
805 841 564
700 825 892
181 422 251
479 451 650
752 70 567
455 506 14
460 470 75
13 7 774
190 718 211
862 932 897
258 911 991
171 144 194
306 360 236
611 675 284
778 388 278
36 47 13
939 2 412
517 407 358
955 358 214
302 901 653
11 789 501
376 144 266
544 940 134
660 571 319
371 437 431
92 308 643
979 993 515
510 276 488
407 555 35
960 234 542
214 963 812
12 603 336
49 26 997
451 619 160
12 226 569
477 545 925
539 49 849
297 867 876
650 715 295
650 989 495
450 957 504
288 706 575
979 822 145
906 709 323
575 448 252
542 857 446
179 680 807
391 984 969
53 601 596
405 299 829
312 736 906
482 509 592
470 401 144
405 848 745
686 58 501
457 544 652
471 381 901
142 4 513
934 780 638
412 62 44
68 359 24
877 817 211
125 873 64
505 561 765
993 481 423
432 617 627
158 242 768
986 52 512
740 784 685
686 921 577
572 717 47
333 784 147
295 384 354
730 763 736
90 566 106
980 586 179
654 721 389
560 414 815
250 924 754
799 827 82
850 614 283
627 471 404
561 919 619
827 10 962
14 617 609
708 23 538
691 809 420
193 561 857
437 559 58
855 716 31
901 327 11
891 454 484
298 14 962
223 399 122
569 1 198
21 154 634
89 747 634
937 169 676
656 739 661
955 738 765
224 898 385
440 422 755
489 342 741
463 685 371
932 758 220
600 200 555
348 675 155
270 12 790
425 562 166
426 265 522
242 73 686
288 262 368
670 638 103
551 650 611
730 402 538
174 305 659
678 461 895
701 530 101
575 408 437
180 21 250
283 186 574
84 589 610
159 280 579
938 403 903
756 512 585
973 315 681
610 694 467
116 909 101
151 171 425
126 489 964
206 552 618
169 873 522
892 589 677
669 833 434
430 149 999
139 384 806
723 56 575
632 360 264
362 945 896
820 115 682
274 989 794
704 382 372
633 700 538
769 531 627
163 518 622
271 484 214
525 916 829
891 727 596
897 297 877
198 659 773
122 51 608
31 938 404
305 544 924
891 606 35
471 856 565
362 527 986
65 635 284
351 271 990
543 601 775
427 51 183
424 275 13
417 888 98
45 246 764
248 346 717
557 447 488
704 937 501
75 269 891
771 559 758
891 264 851
526 818 886
648 219 359
131 562 726
91 410 972
650 278 651
765 845 565
10 886 110
69 292 929
54 282 906
107 852 994
940 281 187
221 584 105
468 594 712
330 537 12
918 535 775
466 8 904
975 363 115
199 128 783
433 236 402
274 959 272
76 243 319
914 489 871
668 512 963
324 188 129
29 531 968
124 797 262
763 821 388
345 375 33
30 906 50
261 253 32
103 872 923
687 83 840
903 37 307
896 973 617
268 418 670
450 848 330
386 920 257
889 417 426
814 388 503
487 968 780
544 669 825
555 890 364
650 954 787
539 10 519
417 75 973
551 136 765
599 868 47
634 11 553
381 563 291
55 633 202
810 439 169
276 50 488
249 205 968
842 783 521
638 917 219
380 878 212
399 296 950
960 333 554
987 52 817
402 733 265
712 328 99
862 142 295
364 84 599
259 25 452
54 533 46
17 314 828
743 690 407
561 289 773
622 243 989
780 526 896
324 353 456
286 959 236
868 806 258
221 870 166
856 412 869
546 98 744
965 382 731
956 760 233
474 999 93
899 52 638
676 919 285
2 667 880
